학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
PHEK270 - 00	스포츠경영학	정영열	3	전공선택	목(1-2) 교육관 403호	['목']	[[1, 2]]	['교육관 403호']
PHEK272 - 00	체조교수법Ⅱ	한연숙	1	전공선택	금(3-4)	['금']	[[3, 4]]	['']
PHEK274 - 00	배구교수법	김경호	1	전공선택	월(3-4)	['월']	[[3, 4]]	['']
PHEK279 - 00	한국의삶탐구(스포츠,건강그리고행복)(영강)	"김매이,박종훈
천승현,김대규"	3	전공선택	목(2-3) 교육관 204호	['목']	[[2, 3]]	['교육관 204호']
PHEK312 - 00	체육교과교육론	함명환	3	전공필수	목(1-2) 교육관 201호	['목']	[[1, 2]]	['교육관 201호']
PHEK352 - 00	트레이닝방법론	윤성진	3	전공선택	"월(5) 교육관 204호
수(5) 교육관 204호"	['월', '수']	[[5], [5]]	['교육관 204호', '교육관 204호']
PHEK366 - 00	체육측정및평가(영강)	김대규	3	전공필수	화(3-4) 교육관 306호	['화']	[[3, 4]]	['교육관 306호']
PHEK374 - 00	스포츠심리학	주우영	3	전공선택	금(3-4) 교육관 307호	['금']	[[3, 4]]	['교육관 307호']
PHEK375 - 00	생활체육론	이해령	3	전공선택	금(1-2) 교육관 201호	['금']	[[1, 2]]	['교육관 201호']
PHEK376 - 00	탁구교수법	유경은	1	전공선택	월(7-8)	['월']	[[7, 8]]	['']
PHEK378 - 00	구급및안전관리	김은숙	2	전공선택	목(6-7) 사대신관 124호	['목']	[[6, 7]]	['사대신관 124호']
PHEK379 - 00	농구교수법	이현섭	1	전공선택	수(5-6)	['수']	[[5, 6]]	['']
PHEK380 - 00	핸드볼교수법	강용구	1	전공선택	월(1-2) 교육관 406호	['월']	[[1, 2]]	['교육관 406호']
PHEK382 - 00	특수체육	이규진	3	전공선택	화(5-6) 교육관 304호	['화']	[[5, 6]]	['교육관 304호']
PHEK383 - 00	체육교수학습론	정주혁	3	전공선택	"화(3) 교육관 309호
목(3) 교육관 309호"	['화', '목']	[[3], [3]]	['교육관 309호', '교육관 309호']
PHEK470 - 00	태권도교수법	김지원	1	전공선택	금(3-4) 교육관 308호	['금']	[[3, 4]]	['교육관 308호']
PHEK472 - 00	스포츠의학입문	박원일	3	전공선택	화(1-2) 교육관 406A호	['화']	[[1, 2]]	['교육관 406']
PHEK474 - 00	무용교육이론및실제	전해리	3	전공선택	수(3-4) 교육관 501호	['수']	[[3, 4]]	['교육관 501호']
PHYS204 - 01	기초물리학실험Ⅰ(영강)	채은미	2	전공필수	화(6-9) 하나과학관 713호	['화']	[[6, 7, 8, 9]]	['하나과학관 713호']
PHYS204 - 02	기초물리학실험Ⅰ(영강)	최수용	2	전공필수	목(6-9) 하나과학관 713호	['목']	[[6, 7, 8, 9]]	['하나과학관 713호']
PHYS204 - 03	기초물리학실험Ⅰ(영강)	최수용,채은미	2	전공필수	금(6-9) 하나과학관 713호	['금']	[[6, 7, 8, 9]]	['하나과학관 713호']
PHYS224 - 00	전자기학Ⅰ	윤태현	3	전공필수	"월(4) 아산이학관 432호
수(4) 아산이학관 432호"	['월', '수']	[[4], [4]]	['아산이학관 432호', '아산이학관 432호']
PHYS234 - 00	수리역학	고광일	3	전공필수	"월(2) 아산이학관 432호
수(2) 아산이학관 432호"	['월', '수']	[[2], [2]]	['아산이학관 432호', '아산이학관 432호']
PHYS344 - 00	통계물리학Ⅰ	고광일	3	전공필수	"월(3) 아산이학관 432호
수(3) 아산이학관 432호"	['월', '수']	[[3], [3]]	['아산이학관 432호', '아산이학관 432호']
PHYS362 - 00	양자역학Ⅱ	최준곤	3	전공필수	"화(5) 아산이학관 433호
목(5) 아산이학관 433호"	['화', '목']	[[5], [5]]	['아산이학관 433호', '아산이학관 433호']
PHYS394 - 00	물리교과교재연구및지도법(영강)	정재호	3	교직(비사대)	"월(5) 아산이학관 432호
수(5) 아산이학관 432호"	['월', '수']	[[5], [5]]	['아산이학관 432호', '아산이학관 432호']
PHYS462 - 00	원자물리학(영강)	채은미	3	전공선택	"월(2) 하나과학관 지하 110호
수(2) 하나과학관 지하 110호"	['월', '수']	[[2], [2]]	['하나과학관 지하 110호', '하나과학관 지하 110호']
PHYS466 - 00	인공지능물리학(영강)	박규환	3	전공선택	"화(2) 아산이학관 432호
목(2) 아산이학관 432호"	['화', '목']	[[2], [2]]	['아산이학관 432호', '아산이학관 432호']
PHYS468 - 00	우주론(영강)	원은일	3	전공선택	"월(5) 아산이학관 433호
수(5) 아산이학관 433호"	['월', '수']	[[5], [5]]	['아산이학관 433호', '아산이학관 433호']
PHYS470 - 00	물리학탐구Ⅱ(영강)	안정근	3	전공선택	"월(7-9) 하나과학관 708호
수(7-9) 하나과학관 708호"	['월', '수']	[[7, 8, 9], [7, 8, 9]]	['하나과학관 708호', '하나과학관 708호']
PHYS482 - 00	고체물리학	주진수	3	전공선택	"월(4) 아산이학관 433호
수(4) 아산이학관 433호"	['월', '수']	[[4], [4]]	['아산이학관 433호', '아산이학관 433호']
PHYS492 - 00	핵및입자물리학(영강)	유재혁	3	전공선택	"월(6) 아산이학관 432호
수(6) 아산이학관 432호"	['월', '수']	[[6], [6]]	['아산이학관 432호', '아산이학관 432호']
CHEM202 - 00	물리화학Ⅱ	이상원	3	전공필수	"월(2) 아산이학관 331호
수(2) 아산이학관 331호"	['월', '수']	[[2], [2]]	['아산이학관 331호', '아산이학관 331호']
CHEM206 - 00	유기화학Ⅱ	김학중	3	전공필수	"화(4) 아산이학관 331호
목(4) 아산이학관 331호"	['화', '목']	[[4], [4]]	['아산이학관 331호', '아산이학관 331호']
CHEM208 - 00	분석화학II	심상희	3	전공선택	"화(2) 아산이학관 231호
목(2) 아산이학관 231호"	['화', '목']	[[2], [2]]	['아산이학관 231호', '아산이학관 231호']
CHEM214 - 01	유기화학실험	김태린	2	전공필수	월(7-10)	['월']	[[7, 8, 9, 10]]	['']
CHEM214 - 02	유기화학실험	나현지	2	전공필수	수(7-10)	['수']	[[7, 8, 9, 10]]	['']
CHEM214 - 03	유기화학실험		2	전공필수	금(7-10)	['금']	[[7, 8, 9, 10]]	['']
CHEM308 - 00	무기화학Ⅱ(영강)	진경석	3	전공필수	"화(1) 아산이학관 331호
목(1) 아산이학관 331호"	['화', '목']	[[1], [1]]	['아산이학관 331호', '아산이학관 331호']
CHEM310 - 00	전공심화연구II		3	전공선택	미정			
CHEM328 - 00	생화학Ⅱ	한호규	3	전공선택	"화(5) 아산이학관 330호
목(5) 아산이학관 330호"	['화', '목']	[[5], [5]]	['아산이학관 330호', '아산이학관 330호']
CHEM394 - 00	화학교과교재연구및지도법		3	교직(비사대)				
CHEM452 - 00	계산화학(영강)	Stefan Ringe	3	전공선택	"월(5) 아산이학관 330호
수(5) 아산이학관 330호"	['월', '수']	[[5], [5]]	['아산이학관 330호', '아산이학관 330호']
CHEM455 - 00	유기합성화학	천철홍	3	전공선택	"월(2) 아산이학관 230호
수(2) 아산이학관 230호
금(2) 아산이학관 230호"	['월', '수', '금']	[[2], [2], [2]]	['아산이학관 230호', '아산이학관 230호', '아산이학관 230호']
CHEM457 - 00	나노화학(영강)	이광렬	3	전공선택	"월(2) 아산이학관 330호
수(2) 아산이학관 330호"	['월', '수']	[[2], [2]]	['아산이학관 330호', '아산이학관 330호']
CHEM461 - 00	고분자화학I	최동훈	3	전공선택	"월(5) 아산이학관 331호
수(5) 아산이학관 331호"	['월', '수']	[[5], [5]]	['아산이학관 331호', '아산이학관 331호']
MATH211 - 01	해석학Ⅰ및연습(영강)	김도윤	3	전공필수	"월(3) 아산이학관 111호
수(3) 아산이학관 111호"	['월', '수']	[[3], [3]]	['아산이학관 111호', '아산이학관 111호']
MATH212 - 01	해석학Ⅱ및연습(영강)	유상현	3	전공필수	"월(2) 하나과학관 지하 214호
수(2) 하나과학관 지하 214호"	['월', '수']	[[2], [2]]	['하나과학관 지하 214호', '하나과학관 지하 214호']
MATH212 - 02	해석학Ⅱ및연습	구형운	3	전공필수	"월(2) 아산이학관 111호
수(2) 아산이학관 111호"	['월', '수']	[[2], [2]]	['아산이학관 111호', '아산이학관 111호']
MATH221 - 01	선형대수Ⅰ및연습	구형운	3	전공필수	"월(1) 아산이학관 111호
수(1) 아산이학관 111호"	['월', '수']	[[1], [1]]	['아산이학관 111호', '아산이학관 111호']
MATH221 - 02	선형대수Ⅰ및연습(영강)	Changho Han	3	전공필수	"화(4) 하나과학관 지하 214호
목(4) 하나과학관 지하 214호"	['화', '목']	[[4], [4]]	['하나과학관 지하 214호', '하나과학관 지하 214호']
MATH222 - 01	선형대수Ⅱ및연습(영강)	김상집	3	전공필수	"월(4) 하나과학관 지하 214호
수(4) 하나과학관 지하 214호"	['월', '수']	[[4], [4]]	['하나과학관 지하 214호', '하나과학관 지하 214호']
MATH222 - 02	선형대수Ⅱ및연습	박의성	3	전공필수	"월(4) 아산이학관 111호
수(4) 아산이학관 111호"	['월', '수']	[[4], [4]]	['아산이학관 111호', '아산이학관 111호']
MATH222 - 03	선형대수Ⅱ및연습(영강)	Changho Han	3	전공필수	"화(5) 하나과학관 지하 214호
목(5) 하나과학관 지하 214호"	['화', '목']	[[5], [5]]	['하나과학관 지하 214호', '하나과학관 지하 214호']
MATH232 - 01	기하학개론	양성덕	3	전공선택	"화(4) 아산이학관 111호
목(4) 아산이학관 111호"	['화', '목']	[[4], [4]]	['아산이학관 111호', '아산이학관 111호']
MATH240 - 01	미분방정식및연습	김경훈	3	전공선택	"화(5) 아산이학관 111호
목(5) 아산이학관 111호"	['화', '목']	[[5], [5]]	['아산이학관 111호', '아산이학관 111호']
MATH292 - 01	인공지능의수학적기초(영강)	이동헌	3	전공선택	"월(7-8) 아산이학관 117호
화(6) 아산이학관 117호
수(7) 아산이학관 117호
목(6) 아산이학관 117호"	['월', '화', '수', '목']	[[7, 8], [6], [7], [6]]	['아산이학관 117호', '아산이학관 117호', '아산이학관 117호', '아산이학관 117호']
MATH342 - 01	수치해석및연습(영강)	김준석	3	전공선택	"화(1) 
목(1)"	['화', '목']	[[1], [1]]	['', '']
MATH344 - 01	확률과정개론	김바라	3	전공선택	"월(4) 아산이학관 117호
수(4) 아산이학관 117호"	['월', '수']	[[4], [4]]	['아산이학관 117호', '아산이학관 117호']
MATH358 - 01	복소해석학II	허야용	3	전공선택	"월(6) 하나과학관 지하 218호
수(6) 하나과학관 지하 218호"	['월', '수']	[[6], [6]]	['하나과학관 지하 218호', '하나과학관 지하 218호']
MATH362 - 01	대수학Ⅱ(영강)	박의성	3	전공선택	"월(2) 아산이학관 117호
수(2) 아산이학관 117호"	['월', '수']	[[2], [2]]	['아산이학관 117호', '아산이학관 117호']
MATH374 - 01	위상수학II	오승상	3	전공선택	"화(2) 아산이학관 117호
목(2) 아산이학관 117호"	['화', '목']	[[2], [2]]	['아산이학관 117호', '아산이학관 117호']
MATH392 - 01	강화학습의수학	오승상	3	전공선택	"화(5) 아산이학관 113호
목(5) 아산이학관 113호"	['화', '목']	[[5], [5]]	['아산이학관 113호', '아산이학관 113호']
MATH462 - 01	응용정수론	최도훈	3	전공선택	"월(5) 하나과학관 지하 206호
수(5) 하나과학관 지하 206호"	['월', '수']	[[5], [5]]	['하나과학관 지하 206호', '하나과학관 지하 206호']
MATH464 - 01	조합론	김상집	3	전공선택	"화(3) 하나과학관 지하 207호
금(2) 하나과학관 지하 207호"	['화', '금']	[[3], [2]]	['하나과학관 지하 207호', '하나과학관 지하 207호']
LIBT240 - 00	식물번식공학(영강)	김종윤	3	전공선택	"월(4) 생명과학관(서관)301호
수(4) 생명과학관(서관)301호"	['월', '수']	[[4], [4]]	['생명과학관(서관)301호', '생명과학관(서관)301호']
LIBT272 - 01	유기화학Ⅱ	지영민	3	전공선택	월(5-6) 생명과학관(동관)102호	['월']	[[5, 6]]	['생명과학관(동관)102호']
LIBT272 - 02	유기화학Ⅱ	최용석	3	전공선택	"화(5) 생명과학관(동관)101호
목(5) 생명과학관(동관)101호"	['화', '목']	[[5], [5]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
LIBT272 - 03	유기화학Ⅱ	이동호	3	전공선택	"월(2) 생명과학관(동관)108호
수(2) 생명과학관(동관)108호"	['월', '수']	[[2], [2]]	['생명과학관(동관)108호', '생명과학관(동관)108호']
LIBT272 - 04	유기화학Ⅱ	이일석	3	전공선택	수(5-6) 생명과학관(서관) 121호	['수']	[[5, 6]]	['생명과학관(서관) 121호']
LIBT308 - 00	질병미생물학(영강)	전태훈	3	전공선택	"월(2) 생명과학관(서관) 335호
수(2) 생명과학관(서관) 335호"	['월', '수']	[[2], [2]]	['생명과학관(서관) 335호', '생명과학관(서관) 335호']
LIBT330 - 00	유전자공학및실험(영강)	유승권	3	전공선택	"월(6) 생명과학관(서관) 335호
수(6-8) 생명과학관(서관) L102호"	['월', '수']	[[6], [6, 7, 8]]	['생명과학관(서관) 335호', '생명과학관(서관)']
LIBT338 - 00	식물조직배양공학	노영미	3	전공선택	금(1-2) 생명과학관(서관) 121호	['금']	[[1, 2]]	['생명과학관(서관) 121호']
LIBT340 - 00	산업식물육종학	정제형	3	전공선택	"월(4) 생명과학관(동관)107 호
수(4) 생명과학관(동관)107 호"	['월', '수']	[[4], [4]]	['생명과학관(동관)107 호', '생명과학관(동관)107 호']
LIBT354 - 00	채소및허브학(영강)	구강모	3	전공선택	월(5-6) 생명과학관(서관) 401호	['월']	[[5, 6]]	['생명과학관(서관) 401호']
LIBT360 - 00	식물이차대사조절학	이호정	3	전공선택	"월(4) 생명과학관(서관) 335호
수(4) 생명과학관(서관) 335호"	['월', '수']	[[4], [4]]	['생명과학관(서관) 335호', '생명과학관(서관) 335호']
LIBT366 - 00	기기분석학및실험	이동호	3	전공선택	"월(4) 생명과학관(서관) 231호
수(4-5) 생명과학관(서관) 231호
수(4-5) 생명과학관(서관) L102호"	['월', '수', '수']	[[4], [4, 5], [4, 5]]	['생명과학관(서관) 231호', '생명과학관(서관) 231호', '생명과학관(서관) L102호']
LIBT369 - 00	식물세균학및실험(영강)	정의환	3	전공선택	"화(5) 생명과학관(서관) 121호
금(5-6) 생명과학관(서관) 121호
금(5-6) 생명과학관(서관) L102호"	['화', '금', '금']	[[5], [5, 6], [5, 6]]	['생명과학관(서관) 121호', '생명과학관(서관) 121호', '생명과학관(서관) L102호']
LIBT371 - 00	미생물생명공학Ⅰ	이일석	3	전공선택	수(1-2) 생명과학관(동관)107 호	['수']	[[1, 2]]	['생명과학관(동관)107 호']
LIBT389 - 00	극지생명공학	박현	3	전공선택	"화(4) 생명과학관(동관)105호
목(4) 생명과학관(동관)105호"	['화', '목']	[[4], [4]]	['생명과학관(동관)105호', '생명과학관(동관)105호']
LIBT415 - 00	생식의학	송권화	3	전공선택	"월(1) 생명과학관(서관) 231호
수(1) 생명과학관(서관) 231호"	['월', '수']	[[1], [1]]	['생명과학관(서관) 231호', '생명과학관(서관) 231호']
LIBT416 - 00	줄기세포공학	김종훈	3	전공선택	"월(2) 생명과학관(서관) 231호
화(2) 생명과학관(서관) 231호"	['월', '화']	[[2], [2]]	['생명과학관(서관) 231호', '생명과학관(서관) 231호']
LIBT417 - 00	유전자치료공학(영강)	배준범	3	전공선택	"화(1) 생명과학관(동관)102호
목(1) 생명과학관(동관)102호"	['화', '목']	[[1], [1]]	['생명과학관(동관)102호', '생명과학관(동관)102호']
LIBT436 - 00	생명정보공학(영강)	이철구	3	전공선택	"월(2) 생명과학관(서관) 534호
수(2) 생명과학관(서관) 534호"	['월', '수']	[[2], [2]]	['생명과학관(서관) 534호', '생명과학관(서관) 534호']
LIBT438 - 00	리보핵산공학	이영식	3	전공선택	"화(2) 생명과학관(서관)301호
목(2) 생명과학관(서관)301호"	['화', '목']	[[2], [2]]	['생명과학관(서관)301호', '생명과학관(서관)301호']
LIBT461 - 00	독성생화학	박성효	3	전공선택	수(7-9) 생명과학관(서관) 201호	['수']	[[7, 8, 9]]	['생명과학관(서관) 201호']
CHBE205 - 00	생명공학	이지원	3	전공필수	"화(6) 신공학관B102호
목(6) 신공학관B102호"	['화', '목']	[[6], [6]]	['신공학관B102호', '신공학관B102호']
CHBE210 - 01	유체역학	정현욱	3	전공필수	"화(1) 신공학관B105호
목(1) 신공학관B105호"	['화', '목']	[[1], [1]]	['신공학관B105호', '신공학관B105호']
CHBE210 - 02	유체역학(영강)	봉기완	3	전공필수	"화(2) 신공학관B102호
목(2) 신공학관B102호"	['화', '목']	[[2], [2]]	['신공학관B102호', '신공학관B102호']
CHBE222 - 01	화공생명공학입문	조진한	2	전공필수	"화(5) 창의관 B114호
목(5) 창의관 B114호"	['화', '목']	[[5], [5]]	['창의관 B114호', '창의관 B114호']
CHBE222 - 02	화공생명공학입문(영강)	백세웅	2	전공필수	"화(4) 과도관 409호
목(4) 과도관 409호"	['화', '목']	[[4], [4]]	['과도관 409호', '과도관 409호']
CHBE224 - 00	화공열역학(영강)	이정현	3	전공필수	"월(5) 신공학관B102호
수(5) 신공학관B102호"	['월', '수']	[[5], [5]]	['신공학관B102호', '신공학관B102호']
CHBE226 - 00	공학수학II(영강)	정윤장	3	전공선택	"수(3) 신공학관B102호
금(3) 신공학관B102호"	['수', '금']	[[3], [3]]	['신공학관B102호', '신공학관B102호']
CHBE232 - 00	유기화학Ⅱ	방준하	3	전공선택	"월(2) 신공학관B101호
수(2) 신공학관B101호"	['월', '수']	[[2], [2]]	['신공학관B101호', '신공학관B101호']
CHBE310 - 01	분리공정	이기봉	3	전공선택	"월(2) 창의관 203호
수(2) 창의관 203호"	['월', '수']	[[2], [2]]	['창의관 203호', '창의관 203호']
CHBE310 - 02	분리공정(영강)	최정규	3	전공선택	"월(2) 과도관 410호
수(2) 과도관 410호"	['월', '수']	[[2], [2]]	['과도관 410호', '과도관 410호']
